papel,tipo,empresa,setor,sub_setor,valor_de_mercado,valor_da_firma,ultimo_balanco,numero_de_acoes,ultima_cotacao,pl,p_vp,psr,div_yeld,p_ativo,p_cap_giro,p_ebit,p_ativo_circ_liq,ev_ebit,ev_ebitda,mrg_ebit,mrg_liq,liq_corr,roic,roe,liq_2_meses,patrim_liq,div_brut_patrim,cresc_rec_5a
DPPI3,ON,IPIRANGA DISTRIBUIDORA ON,"Petróleo, Gás e Biocombustíveis",Distribuição de Combustíveis,2.720.000.000,2.526.860.000,31/03/2008,32.000.000,"85,00","16,65","4,99","-1,453","0,00%","3,753","8,70","190,72","9,75","177,18","177,18","-0,76%","-5,04%","3,14","3,00%","29,97%","0,00","545.227.000,00","0,06","15,14%"
VIVT3,ON,TELEF BRASIL ON,Telecomunicações,Telecomunicações,75.113.600.000,80.087.800.000,30/06/2020,1.690.980.000,"44,42","16,67","1,08","1,724","6,90%","0,679","145,71","11,69","-3,93","12,47","4,54","14,75%","10,34%","1,02","6,64%","6,51%","4.878.650,00","69.242.200.000,00","0,19","0,80%"
CGAS3,ON,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS ON,Gás,Gás,22.396.000.000,27.342.600.000,30/06/2020,132.521.000,"169,00","16,68","24,27","2,534","16,03%","1,992","19,79","10,57","-4,31","12,90","11,10","23,98%","15,19%","1,28","27,70%","145,48%","24.404,80","922.921.000,00","7,95","11,83%"
MRVE3,ON NM,MRV ON NM,Construção e Engenharia,Construção Civil,8.810.120.000,11.926.100.000,30/06/2020,481.954.000,"18,28","16,79","1,61","1,432","5,59%","0,515","1,72","11,22","-3,11","15,19","13,56","12,76%","9,81%","2,53","5,23%","9,60%","79.153.800,00","5.465.130.000,00","0,89","9,94%"
KEPL3,ON,KEPLER WEBER SA ON,Máquinas e Equipamentos,Máqs. e Equips. Industriais,1.034.060.000,961.300.000,30/06/2020,26.312.000,"39,30","16,96","2,10","1,879","1,78%","1,420","7,48","19,85","9,94","18,46","11,81","9,46%","11,08%","1,68","9,29%","12,41%","6.334.240,00","491.331.000,00","0,12","-0,92%"
RPAD5,PNA,ALFA HOLDINGS PNA,Financeiros,Bancos,762.138.000,753.878.000,30/06/2020,84.682.000,"9,00","17,01","0,74","3.464,260","5,85%","0,734","-215,72","-178,36","-196,12","-176,43","-176,43","-1.942,27%","20.369,10%","0,73","-0,42%","4,37%","2.019,53","1.024.660.000,00","0,00","2,78%"
BPAN4,PN,BANCO PAN PN,Financeiros,Bancos,10.508.100.000,-,30/06/2020,1.205.060.000,"8,72","17,04","2,06","0,000","1,92%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","12,06%","29.652.800,00","5.112.740.000,00","0,00","14,97%"
TIMP3,ON,TIM PARTICIPAÇÕES S.A. ON,Telecomunicações,Telecomunicações,32.587.100.000,32.345.800.000,30/06/2020,2.421.030.000,"13,46","17,13","1,43","1,903","0,76%","0,818","15,37","9,79","-3,78","9,72","3,77","19,44%","11,11%","1,34","9,67%","8,33%","88.692.300,00","22.847.800.000,00","0,14","2,29%"
BRGE5,PNA,CONSORCIO ALFA PNA,Financeiros,Bancos,921.311.000,-829.171.000,30/06/2020,73.646.000,"12,51","17,17","0,75","24,807","0,00%","0,118","1,94","-2,12","-1,40","1,90","1,91","-1.172,58%","227,65%","1,10","-7,21%","4,38%","240,88","1.224.080.000,00","0,00","4,52%"
BMTO4,PN,BRASMOTOR S.A PN,Utilidades Domésticas,Eletrodomésticos,2.168.380.000,2.167.460.000,30/09/2016,286.444.000,"7,57","17,27","2,07","0,000","0,00%","2,030","0,00","-2.625,16","0,00","-2.624,05","-1.477,48","0,00%","0,00%","0,00","0,00%","12,00%","0,00","1.046.320.000,00","0,00","0,00%"
BFIT4,PN,BANCO SUDAMERIS BRASIL SA PN,,,3.618.220.000,-,31/03/2007,3.890.550.000,"0,93","17,55","1,96","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,15%","0,00","1.849.420.000,00","0,00","35,67%"
FIGE3,ON,INVESTIMENTOS BEMGE ON,Outros,Outros,101.652.000,20.461.000,30/06/2020,2.364.000,"43,00","17,68","0,44","6,617","0,07%","0,441","1,22","6,78","1,22","1,36","1,36","97,61%","37,41%","569,45","10,05%","2,50%","0,00","229.833.000,00","0,00","0,00%"
CSAN3,ON,COSAN SA INDUSTRIA E COMERCIO ON,Alimentos,Açucar e Alcool,27.295.100.000,38.806.300.000,30/06/2020,394.210.000,"69,24","17,73","2,61","2,102","2,16%","0,774","4,88","14,25","-2,13","20,27","15,53","14,75%","11,93%","1,97","6,66%","14,70%","134.850.000,00","10.473.400.000,00","1,55","15,34%"
AESL3,ON,AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A. ON,Energia Elétrica,Energia Elétrica,11.346.400.000,15.448.700.000,30/06/2020,1.125.430,"10.081,90","17,78","2,93","1,450","0,00%","0,935","34,62","10,78","-2,57","14,68","8,57","13,44%","8,15%","1,09","10,91%","16,46%","0,00","3.877.800.000,00","1,52","31,00%"
AESL4,PN,AES SUL DISTRIB. GAÚCHA DE ENERGIA S.A. PN,Energia Elétrica,Energia Elétrica,11.346.400.000,15.448.700.000,30/06/2020,1.125.430,"10.081,90","17,78","2,93","1,450","0,00%","0,935","34,62","10,78","-2,57","14,68","8,57","13,44%","8,15%","1,09","10,91%","16,46%","0,00","3.877.800.000,00","1,52","31,00%"
BMTO3,ON,BRASMOTOR S.A ON,Utilidades Domésticas,Eletrodomésticos,2.239.990.000,2.239.080.000,30/09/2016,286.444.000,"7,82","17,84","2,14","0,000","0,00%","2,097","0,00","-2.711,85","0,00","-2.710,74","-1.526,30","0,00%","0,00%","0,00","0,00%","12,00%","0,00","1.046.320.000,00","0,00","0,00%"
EALT3,ON,ELECTRO AÇO ALTONA S/A ON,Máquinas e Equipamentos,Máqs. e Equips. Construção e Agrícolas,266.850.000,339.755.000,30/06/2020,22.500.000,"11,86","17,91","1,58","1,021","0,46%","0,652","-151,10","11,01","-4,07","14,02","9,73","9,27%","5,70%","0,99","6,78%","8,83%","12.112,80","168.715.000,00","0,65","23,04%"
MDIA3,ON NM,M.DIASBRANCO ON NM,Alimentos,Alimentos Diversos,12.363.300.000,12.757.300.000,30/06/2020,339.000.000,"36,47","17,95","1,98","1,827","0,69%","1,309","8,72","18,40","23,79","18,99","13,87","9,93%","10,18%","1,61","8,68%","11,05%","38.801.100,00","6.234.010.000,00","0,29","7,86%"
UCOP4,PN,USINA COSTA PINTO S/A AÇÚCAR E ÁLCOOL PN,Alimentos,Açucar e Alcool,1.267.500.000,1.349.380.000,31/12/2012,195.000.000,"6,50","18,01","1,30","19,050","0,00%","0,844","5,14","22,70","-8,61","24,17","41,56","83,92%","110,51%","13,37","3,91%","7,23%","0,00","972.713.000,00","0,16","9,25%"
BOBR3,ON,BOMBRIL SA ON,Prods. de Uso Pessoal e de Limpeza,Produtos de Limpeza,260.510.000,498.708.000,30/06/2020,260.510.000,"1,00","18,26","-1,02","0,245","0,00%","0,373","-1,38","2,32","-0,40","4,44","3,70","10,58%","1,34%","0,62","21,98%","-5,60%","0,00","-254.612.000,00","-1,04","-0,26%"
RAPT3,ON N1,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES ON N1,Material de Transporte,Material Rodoviário,3.485.420.000,4.634.440.000,30/06/2020,345.776.000,"10,08","18,38","2,00","0,733","2,59%","0,505","1,36","8,59","-8,58","11,42","8,04","8,53%","4,77%","2,52","9,38%","10,87%","105.306,00","1.744.560.000,00","1,91","16,18%"
BFIT3,ON,BANCO SUDAMERIS BRASIL SA ON,,,3.812.740.000,-,31/03/2007,3.890.550.000,"0,98","18,49","2,06","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,15%","0,00","1.849.420.000,00","0,00","35,67%"
ENGI11,UNT N2,ENERGISA UNT N2,Energia Elétrica,Energia Elétrica,15.601.600.000,30.877.800.000,30/06/2020,1.814.560.000,"42,99","18,55","2,55","0,795","1,40%","0,371","23,70","6,97","-0,65","13,79","9,01","11,41%","4,59%","1,06","6,12%","13,74%","69.097.800,00","6.121.330.000,00","3,12","14,36%"
CGAS5,PNAS,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS PNAS,Gás,Gás,24.939.100.000,29.885.700.000,30/06/2020,132.521.000,"188,19","18,57","27,02","2,822","15,24%","2,218","22,04","11,77","-4,80","14,10","12,13","23,98%","15,19%","1,28","27,70%","145,48%","416.997,00","922.921.000,00","7,95","11,83%"
TMCP3,ON,TELEMIG CELULAR PARTICIPAÇÕES S.A. ON,Telefonia Móvel,Telefonia Móvel,2.486.510.000,2.017.230.000,30/06/2009,44.402.000,"56,00","18,58","1,38","1,525","0,00%","0,937","3,85","24,25","4,74","19,68","19,68","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%"
SMLE3,ON NM,SMILES ON NM,Diversos,Programas de Fidelização,11.496.400.000,11.374.600.000,30/06/2017,123.857.000,"92,82","18,88","21,91","6,635","0,00%","6,477","-124,00","16,50","-42,31","16,32","13,20","40,22%","35,14%","0,91","46,17%","116,04%","0,00","524.731.000,00","0,00","36,83%"
CRFB3,ON NM,CARREFOUR BR ON NM,Comércio e Distribuição,Alimentos,40.001.800.000,43.194.800.000,30/06/2020,1.985.200.000,"20,15","18,91","2,75","0,626","1,23%","0,884","14,48","9,92","-5,30","10,71","8,41","6,32%","3,76%","1,14","12,69%","14,52%","114.569.000,00","14.562.000.000,00","0,52","11,14%"
TCNO4,PN,TECNOSOLO S/A PN,Construção e Engenharia,Engenharia Consultiva,13.173.800,46.635.800,30/06/2020,6.620.000,"1,99","19,01","12,45","0,000","0,00%","0,056","0,00","-2,27","0,00","-8,02","-10,61","0,00%","0,00%","0,00","0,00%","65,50%","141.598,00","1.058.000,00","0,00","-66,34%"
MERC4,PN,MERCANTIL BRASIL PN,Financeiros,Soc. Crédito e Financiamento,207.115.000,-,30/06/2020,18.010.000,"11,50","19,02","0,84","0,000","4,30%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","4,41%","6.066,74","246.977.000,00","0,00","-15,54%"
TMCP4,PN,TELEMIG CELULAR PARTICIPAÇÕES S.A. PN,Telefonia Móvel,Telefonia Móvel,2.584.200.000,2.114.920.000,30/06/2009,44.402.000,"58,20","19,31","1,44","1,585","0,00%","0,973","4,00","25,21","4,92","20,63","20,63","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%"
DOHL4,PN,DOHLER PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,372.930.000,307.642.000,30/06/2020,75.645.000,"4,93","19,61","0,64","0,819","2,32%","0,503","1,29","87,65","1,96","72,30","16,21","0,93%","4,17%","5,87","0,67%","3,26%","47.670,30","582.769.000,00","0,04","2,84%"
MLFT4,PN,JEREISSATI PARTICIPACOES PN,Exploração de Imóveis,Exploração de Imóveis,1.967.830.000,3.714.450.000,30/06/2020,87.889.000,"22,39","19,62","1,27","2,777","0,00%","0,309","2,43","5,83","-1,04","11,01","7,79","47,60%","32,21%","2,35","6,51%","6,47%","0,00","1.550.500.000,00","1,88","2,41%"
EQPA5,PNA,EQTL PARA PNA,Energia Elétrica,Energia Elétrica,11.376.700.000,13.511.300.000,30/06/2020,2.209.070.000,"5,15","19,68","3,39","2,036","2,33%","0,991","4,32","8,76","-2,95","10,41","8,33","23,24%","10,35%","2,61","14,31%","17,23%","202,58","3.356.070.000,00","1,20","7,41%"
AUTM3,ON NM,AUTOMETAL ON NM,Material de Transporte,Material Rodoviário,2.477.650.000,3.005.040.000,30/06/2014,125.769.000,"19,70","20,00","1,90","0,709","0,00%","0,547","4,08","6,78","-2,42","8,22","8,99","10,47%","4,31%","1,48","11,93%","9,50%","0,00","1.304.250.000,00","0,97","28,21%"
JPSA3,ON,JEREISSATI PARTICIPACOES ON,Exploração de Imóveis,Exploração de Imóveis,2.016.170.000,3.762.790.000,30/06/2020,87.889.000,"22,94","20,10","1,30","2,845","0,50%","0,317","2,49","5,98","-1,06","11,15","7,89","47,60%","32,21%","2,35","6,51%","6,47%","5.217.310,00","1.550.500.000,00","1,88","2,41%"
SEER3,ON NM,SER EDUCA ON NM,Diversos,Educacional,1.865.180.000,1.795.700.000,30/06/2020,128.722.000,"14,49","20,11","1,37","1,445","0,33%","0,616","2,42","7,89","-3,50","7,60","4,55","18,31%","7,19%","3,12","10,34%","6,82%","22.656.500,00","1.359.600.000,00","0,46","4,66%"
AEDU11,UNT,ANHANGUERA EDUCACIONAL PARTICIPAÇÕES SA UNT,Diversos,Educacional,2.720.770.000,3.151.340.000,30/06/2014,437.071.000,"37,35","20,13","1,13","1,405","0,00%","0,732","5,77","13,93","-7,31","16,14","10,82","10,08%","6,98%","2,04","5,77%","5,60%","0,00","2.415.400.000,00","0,30","20,90%"
LEVE3,ON,MAHLE METAL LEVE ON,Material de Transporte,Material Rodoviário,2.386.530.000,2.569.710.000,30/06/2020,128.308.000,"18,60","20,32","1,84","1,097","3,43%","0,925","4,42","9,07","23,03","9,76","7,05","12,10%","5,27%","1,63","13,28%","9,03%","7.719.530,00","1.300.220.000,00","0,49","-0,12%"
LUXM4,PN,TREVISA INVESTIMENTOS SA PN,Transporte,Transporte Hidroviário,296.172.000,311.056.000,30/06/2020,5.196.000,"57,00","20,61","2,75","2,570","10,66%","1,634","9,29","18,17","-22,56","19,08","9,41","14,14%","12,47%","2,12","9,88%","13,33%","42.637,70","107.865.000,00","0,27","8,87%"
TXRX3,ON,RENAUX ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,203.538.000,416.363.000,30/06/2020,4.259.000,"47,79","20,84","-0,67","8,696","0,00%","1,112","-0,75","201,12","-0,48","411,43","411,43","4,32%","41,72%","0,18","0,85%","-3,22%","15.387,10","-303.725.000,00","-0,70","-20,85%"
BPAC5,PNA,BTGP BANCO PNA,Financeiros,Bancos,51.324.400.000,-,30/06/2020,2.712.710.000,"18,92","20,99","2,01","0,000","2,10%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,56%","157.555,00","25.573.200.000,00","0,00","68,38%"
DIRR3,ON NM,Direcional Engenharia ON NM,Construção e Engenharia,Construção Civil,2.072.420.000,2.159.320.000,30/06/2020,153.399.000,"13,51","21,12","1,59","1,444","6,00%","0,429","1,14","9,28","-2,04","9,67","8,33","15,57%","8,29%","4,24","5,71%","7,55%","23.529.900,00","1.299.540.000,00","0,71","2,17%"
GPAR3,ON,CELGPAR ON,Energia Elétrica,Energia Elétrica,2.132.110.000,2.081.720.000,30/06/2020,77.928.000,"27,36","21,26","1,81","9,264","3,33%","1,435","5,49","29,07","16,55","28,39","27,87","31,86%","43,58%","9,37","5,54%","8,50%","63.101,30","1.179.930.000,00","0,09","15,24%"
LREN3,ON,RENNER ON,Comércio,"Tecidos, Vestuário e Calçados",32.597.700.000,33.714.000.000,30/06/2020,795.648.000,"40,97","21,29","6,01","4,036","0,79%","2,541","13,47","18,84","-164,24","19,48","13,61","21,42%","18,95%","1,51","17,57%","28,21%","352.289.000,00","5.425.950.000,00","0,64","7,93%"
EQPA7,PNC,EQTL PARA PNC,Energia Elétrica,Energia Elétrica,12.370.800.000,14.505.400.000,30/06/2020,2.209.070.000,"5,60","21,40","3,69","2,214","2,68%","1,077","4,70","9,53","-3,21","11,17","8,95","23,24%","10,35%","2,61","14,31%","17,23%","2.675,30","3.356.070.000,00","1,20","7,41%"
CRTP3,ON,CELULAR CRT PARTICIPAÇÕES S/A ON,,,2.878.810.000,2.641.920.000,31/12/2005,33.281.000,"86,50","22,26","2,38","2,435","0,00%","1,570","5,55","19,63","8,19","18,02","18,02","12,40%","10,94%","2,14","12,36%","10,68%","0,00","1.210.570.000,00","0,12","10,11%"
POMO3,ON,MARCOPOLO ON,Material de Transporte,Material Rodoviário,2.480.860.000,3.787.660.000,30/06/2020,946.893.000,"2,62","22,44","1,00","0,621","2,79%","0,427","1,82","11,61","-9,78","17,73","12,32","5,35%","2,66%","1,82","4,61%","4,48%","413.904,00","2.469.380.000,00","0,86","14,81%"
BSCT6,PNBANT,BESC S.A. PNBANT,Financeiros,Bancos,433.383.000,-,30/06/2008,167.978.000,"2,58","22,49","2,04","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","9,05%","0,00","212.960.000,00","0,00","1,92%"
GRND3,ON,GRENDENE SA ON,"Tecidos, Vestuário e Calçados",Calçados,8.164.550.000,7.106.890.000,30/06/2020,902.160.000,"9,05","22,54","2,29","4,869","2,74%","2,093","4,22","29,78","4,43","25,92","19,24","16,35%","21,61%","8,69","10,51%","10,18%","11.572.300,00","3.558.780.000,00","0,06","-4,82%"
RSIP3,ON,RASIP AGRO PASTORIL ON,Agropecuária,Agricultura,88.034.300,170.653.000,31/03/2013,200.078.000,"0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%"
RSIP4,PN,RASIP AGRO PASTORIL PN,Agropecuária,Agricultura,88.034.300,170.653.000,31/03/2013,200.078.000,"0,44","22,70","1,32","0,875","0,00%","0,433","-10,98","9,53","-1,46","18,48","33,21","9,17%","3,85%","0,90","5,00%","5,80%","0,00","66.914.000,00","1,40","15,13%"
ODPV3,ON NM,ODONTOPREV ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",7.257.490.000,6.475.510.000,30/06/2020,531.295.000,"13,66","22,91","5,96","4,041","3,04%","3,685","15,99","13,70","25,45","12,22","11,72","29,51%","17,54%","1,78","45,42%","26,02%","25.703.200,00","1.217.410.000,00","0,00","8,81%"
EVEN3,ON NM,Even ON NM,Construção e Engenharia,Construção Civil,2.544.000.000,2.857.320.000,30/06/2020,212.000.000,"12,00","23,08","1,49","1,571","1,21%","0,528","1,02","17,23","3,00","19,35","18,62","9,12%","8,51%","3,02","3,73%","6,45%","24.668.200,00","1.709.090.000,00","0,66","-3,88%"
POMO4,PN N2,MARCOPOLO PN N2,Material de Transporte,Material Rodoviário,2.556.610.000,3.863.410.000,30/06/2020,946.893.000,"2,70","23,13","1,04","0,640","2,70%","0,440","1,88","11,97","-10,08","18,09","12,57","5,35%","2,66%","1,82","4,61%","4,48%","19.610.900,00","2.469.380.000,00","0,86","14,81%"
IGTA3,ON NM,IGUATEMI ON NM,Exploração de Imóveis,Exploração de Imóveis,5.907.670.000,7.595.020.000,30/06/2020,176.612.000,"33,45","23,14","1,94","8,350","1,25%","0,946","7,24","16,37","-3,26","21,05","15,17","51,01%","36,39%","2,44","7,09%","8,40%","65.508.500,00","3.039.080.000,00","0,93","2,39%"
ENEV3,ON,ENEVA ON,Energia Elétrica,Energia Elétrica,16.859.300.000,21.206.400.000,30/06/2020,315.836.000,"53,38","23,39","2,33","4,918","0,00%","1,111","11,32","17,17","-3,51","21,60","14,24","28,64%","20,98%","1,90","7,97%","9,97%","79.402.600,00","7.227.790.000,00","0,93","18,61%"
TVIT3,ON NM,TIVIT ON NM,Programas e Serviços,Programas e Serviços,1.717.510.000,1.837.960.000,30/09/2010,88.990.000,"19,30","23,46","5,45","1,705","0,00%","2,424","175,42","16,02","-12,72","17,14","17,14","10,64%","7,27%","1,04","17,58%","23,24%","0,00","314.984.000,00","0,56","0,00%"
TMGC3,ON,TELEMIG CELULAR ON,Telefonia Móvel,Telefonia Móvel,3.558.000.000,3.416.420.000,30/06/2009,2.372.000,"1.500,00","23,77","3,05","2,182","0,00%","2,101","12,70","33,47","22,43","32,14","32,14","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
TSEP4,PN,TELE SUDESTE CELULAR PART SA PN,,,2.664.020.000,2.209.570.000,31/12/2005,91.831.000,"29,01","23,97","1,30","1,282","0,00%","0,906","3,80","14,82","4,43","12,29","12,29","8,65%","5,35%","1,88","9,10%","5,43%","0,00","2.047.020.000,00","0,00","4,50%"
RAPT4,PN N1,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES PN N1,Material de Transporte,Material Rodoviário,4.633.400.000,5.782.410.000,30/06/2020,345.776.000,"13,40","24,43","2,66","0,974","1,95%","0,671","1,81","11,42","-11,41","14,25","10,03","8,53%","4,77%","2,52","9,38%","10,87%","43.345.700,00","1.744.560.000,00","1,91","16,18%"
ELEK3,ON,ELEKEIROZ S/A ON,Químicos ,Petroquímicos,601.678.000,759.454.000,31/03/2020,31.485.000,"19,11","24,46","2,66","0,619","2,25%","1,067","3,75","52,11","-110,34","65,77","26,15","1,19%","2,53%","1,94","2,52%","10,87%","0,00","226.327.000,00","0,99","5,69%"
MAGS3,ON,MAGNESITA S/A ON,Materiais Diversos,Materiais Diversos,2.656.950.000,2.508.900.000,31/12/2007,42.545.300.000,"62,45","24,49","3,13","2,217","0,00%","2,120","4,90","15,02","6,65","14,19","14,19","14,76%","8,91%","3,06","18,74%","12,78%","0,00","848.546.000,00","0,13","10,05%"
ABEV3,ON,AMBEV S/A ON,Bebidas,Cervejas e Refrigerantes,218.561.000.000,207.860.000.000,30/06/2020,15.735.100.000,"13,89","24,51","2,96","4,200","3,53%","1,800","31,09","16,52","-22,78","15,71","11,49","25,42%","17,88%","1,24","14,63%","12,06%","343.288.000,00","73.922.800.000,00","0,09","3,05%"
MULT3,ON N2,Multiplan ON N2,Exploração de Imóveis,Exploração de Imóveis,12.742.100.000,15.176.700.000,30/06/2020,600.761.000,"21,21","24,87","2,17","10,124","0,71%","1,210","18,47","15,82","-4,24","18,85","14,66","63,98%","40,65%","1,73","8,63%","8,71%","118.873.000,00","5.884.370.000,00","0,60","4,13%"
QUAL3,ON NM,QUALICORP ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",9.534.350.000,10.040.500.000,30/06/2020,284.014.000,"33,57","24,94","5,81","4,708","0,52%","2,678","13,32","12,53","-12,83","13,20","8,73","37,57%","18,92%","2,55","30,44%","23,30%","153.372.000,00","1.640.420.000,00","0,81","1,21%"
CRUZ3,ON,SOUZA CRUZ ON,Fumo,Cigarros e Fumo,42.169.900.000,42.192.400.000,30/09/2015,1.528.450.000,"27,59","25,31","22,46","6,614","0,00%","7,185","62,03","20,74","124,93","20,75","19,27","31,89%","26,13%","1,19","46,80%","88,76%","0,00","1.877.350.000,00","0,63","3,04%"
LIPR3,ON,LIGHTPAR ON,Energia Elétrica,Energia Elétrica,823.550.000,733.297.000,30/06/2020,11.765.000,"70,00","25,58","4,15","0,000","0,00%","3,601","0,00","48,18","0,00","42,90","42,89","0,00%","0,00%","0,00","0,00%","16,23%","61.286,60","198.348.000,00","0,00","0,00%"
TCNO3,ON,TECNOSOLO S/A ON,Construção e Engenharia,Engenharia Consultiva,17.741.600,51.203.600,30/06/2020,6.620.000,"2,68","25,60","16,77","0,000","0,00%","0,076","0,00","-3,05","0,00","-8,81","-11,65","0,00%","0,00%","0,00","0,00%","65,50%","68.785,30","1.058.000,00","0,00","-66,34%"
TNLP4,PN,TELEMAR PN,Telefonia Fixa,Telefonia Fixa,9.704.820.000,25.926.800.000,30/09/2011,476.661.000,"20,36","25,96","0,71","0,344","0,00%","0,125","1,29","3,40","-0,33","9,07","9,07","10,12%","-0,07%","1,48","4,58%","2,72%","0,00","13.736.000.000,00","2,02","15,39%"
AMBV4,PN,AMBEV PN,Bebidas,Cervejas e Refrigerantes,271.883.000.000,269.482.000.000,30/09/2013,3.132.290.000,"86,80","26,59","8,74","8,027","0,00%","5,253","144,02","20,54","-37,72","20,36","18,35","39,08%","30,76%","1,18","32,43%","32,88%","0,00","31.105.700.000,00","0,10","21,73%"
AMBV3,ON,AMBEV ON,Bebidas,Cervejas e Refrigerantes,272.509.000.000,270.108.000.000,30/09/2013,3.132.290.000,"87,00","26,65","8,76","8,045","0,00%","5,266","144,35","20,59","-37,80","20,41","18,39","39,08%","30,76%","1,18","32,43%","32,88%","0,00","31.105.700.000,00","0,10","21,73%"
CSNA3,ON,CSN ON,Siderurgia e Metalurgia,Siderurgia,29.790.100.000,57.418.500.000,30/09/2020,1.387.520.000,"21,47","26,85","5,96","1,112","0,04%","0,522","5,24","4,94","-0,93","9,53","7,31","22,49%","5,71%","1,44","13,72%","22,21%","254.063.000,00","4.996.730.000,00","7,24","14,18%"
YDUQ3,ON,YDUQS PART ON,Diversos,Educacional,8.051.770.000,10.911.300.000,30/06/2020,309.089.000,"26,05","26,94","2,52","2,243","1,96%","0,866","8,09","13,75","-2,64","18,63","11,20","16,32%","8,33%","1,48","8,18%","9,34%","103.374.000,00","3.199.140.000,00","1,49","4,14%"
RPSA4,PN N1,RIPASA PN N1,,,1.816.160.000,2.323.250.000,30/06/2006,370.645.000,"4,90","27,33","1,55","5,697","0,00%","0,805","5,09","107,53","-4,50","137,55","137,55","5,30%","20,85%","2,09","0,85%","5,69%","0,00","1.167.980.000,00","0,61","-14,23%"
UCAS3,ON NM,UNICASA ON NM,Utilidades Domésticas,Móveis,304.656.000,269.253.000,30/06/2020,66.086.000,"4,61","27,40","1,90","2,183","13,57%","1,474","4,33","36,02","4,99","31,83","15,61","6,06%","7,97%","2,91","5,06%","6,93%","371.456,00","160.532.000,00","0,00","-8,41%"
VALE5,ON NM,VALE ON NM,Mineração,Minerais Metálicos,176.290.000.000,211.565.000.000,30/06/2020,5.284.470.000,"33,36","27,51","0,94","1,149","0,00%","0,387","3,52","2,78","-1,08","3,34","2,67","41,35%","2,47%","1,82","17,01%","3,43%","0,00","186.959.000.000,00","0,54","14,97%"
PARD3,ON NM,IHPARDINI ON NM,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",3.043.950.000,3.182.220.000,30/06/2020,130.979.000,"23,24","27,58","4,26","2,455","1,30%","1,631","12,10","19,23","-6,48","20,11","12,48","12,77%","8,91%","1,59","10,96%","15,43%","18.067.600,00","715.237.000,00","0,60","7,43%"
CNTO3,ON NM,CENTAURO ON NM,Comércio,"Tecidos, Vestuário e Calçados",6.134.690.000,6.383.100.000,30/06/2020,241.809.000,"25,37","27,85","3,14","2,220","0,00%","1,304","4,84","-96,15","-8,61","-100,04","39,48","-2,31%","7,95%","2,64","-2,09%","11,28%","53.210.300,00","1.952.580.000,00","0,79","0,00%"
SEBB11,UNT N2,SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A UNT N2,Diversos,Educacional,939.556.000,930.389.000,30/09/2010,282.634.000,"23,27","28,01","6,44","2,214","0,00%","5,279","24,65","23,96","28,94","23,73","23,73","9,24%","7,40%","2,44","24,15%","23,01%","0,00","145.783.000,00","0,01","50,04%"
BMKS3,ON,MONARK ON,Viagens e Lazer,Bicicletas,109.140.000,-35.383.000,30/06/2020,454.750,"240,00","28,20","0,59","6,686","2,53%","0,518","0,69","-18,88","0,78","6,12","10,20","-35,41%","23,71%","21,37","-10,00%","2,11%","62.886,30","183.806.000,00","0,04","-4,10%"
ENGI3,ON,ENERGISA ON,Energia Elétrica,Energia Elétrica,23.807.100.000,39.083.200.000,30/06/2020,1.814.560.000,"13,12","28,30","3,89","1,214","0,91%","0,566","36,17","10,63","-0,99","17,46","11,40","11,41%","4,59%","1,06","6,12%","13,74%","99.858,00","6.121.330.000,00","3,12","14,36%"
CCRO3,ON NM,COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM,Transporte,Exploração de Rodovias,24.987.400.000,39.471.200.000,30/06/2020,2.020.000.000,"12,37","28,38","3,03","2,423","3,89%","0,715","30,34","9,01","-1,36","14,24","8,03","26,88%","7,91%","1,11","9,82%","10,69%","119.401.000,00","8.233.370.000,00","2,52","2,03%"
